appid,developers
813540,Carola Sochiera
2803280,Björn Loesing
1983220,Fearless Games
559960,PolyKid
3393750,Mahdi Bahrami
417430,Funktronic Labs
1989990,Hummingwarp Interactive
378800,Cat Society
363090,Fireroot Studios
1658930,Immersed Games
1450090,Dong Wu Studio
801290,Randumb Studios
1111930,Mighty Kingdom
905490,MinMax Games Ltd.
922100,Fadorable Games LTD
2679690,Kabam Games
1501410,Inc.
402890,ebi-hime
1554220,SnowFlame
431750,Back To Basics Gaming
279260,Lingon Studios
823610,RewindApp
41740,FirePillar2
3138780,Rumpus
1503280,Maticolotto
2317820,Samu
377520,Organic 2 Digital Studio
334030,Dapper Dog Digital
211180,Milestone S.r.l.
757180,Zoink
622870,Belgerum
403830,Cyberframe Studios
42210,Doomster Entertainment
2142840,Pocket Trap
2234150,LucasArts
650110,System 3
742490,TurtleBlaze
267900,07th Expansion
1771360,Outer Brain Studios
2424650,Avalanche Software
752470,Heavy Iron Studios
413170,东方祈华梦制作组
608510,Kanoe
860860,BananaKing
1996500,IllFonic
989790,Retro Army Limited
1152310,Retronic Games
1359470,Green-eyed Taxi
893790,Kumobius
619700,Kumkuat Games
424780,DYA Games
655740,Flag Clicker Interactive
3196540,Toge Productions
600460,Hosted Games
1586700,Luke Muscat
1886830,Sumo Digital Ltd
1611580,No Goblin
525920,Kurlik Kurkil Studios
622460,Naelstrof
3382300,Eugene
1416960,Archival
501760,11 bit studios
314320,Racing Bros
446120,Enlight Software Limited
1309620,HAEGIN Co.
1219590,Unknown Developer
585180,CyberDream
1172900,Qunee
1785980,Might and Delight
754620,Bloodbath Studios
631830,Pocketpair
905690,FireFly Studios
397160,Quiet River
1461910,ThirdPixel Interactive
2208530,Red Blue Games
1026400,Black Eyed Priest
1259380,Henry Hoare
681330,Krillbite Studio
1851330,Sports Interactive
247350,Dalaran Game Studio
1031110,Polar Motion
1061730,Massive Galaxy Studios
2689120,team BitClub
2052040,STP WORKS
982220,Allyson de Souza Bacon
1010600,Spellbook Creations
2933180,New Deer
658600,Atsushi Wada
718790,Playables
414510,Fuming
454890,Redox Entertainment Inc
730430,SCIKA
2000770,Systemic Games
821670,YAMADA
1248800,Phaser Lock Interactive
2230820,两把刷子工作室
21030,jgraj
512890,SC Jogos
1349830,Unknown Developer
488300,Cafe Shiba
2677640,FreezeNova
1605320,Chillas Art
727910,Underground Studio
238930,Oddworld Inhabitants
1502230,Smoodlez
1322650,Overflow
1920100,Alawar
859150,Mirball Games
827640,Mint Age Studios
488430,Leslaw Sliwko
1889740,EGAMER
1964200,0 Deer Soft
1422430,Spectral Illusions
3351670,Sundae Month
337350,e-Jade
214630,Graviteam
603020,D-Ark Studio
1362560,Scientifically Proven
46460,Tameem Hamoui
754350,Revmatek
600610,Madnetic Games
1895860,White_Rabbit_Games
1419750,AQURIA Co.
771420,Unknown Developer
238910,Farmind Studio
500670,Sometimes You
1907900,Cyanide Studios
780280,Ramify Games
612620,Taboo Tales 💘
557410,拾遗工作室
584370,Mixed Realms Pte Ltd
543030,Fair Games Studio
532320,Crystal Depths Studio
2523250,Pracy Studios
373920,Julian Edison
448580,Bandai Namco Studios Inc.
879000,UT STUDIO
2685360,TaosX
338320,qureate
2662630,iMel Inc.
548370,Nightmare Phoenix
1253880,Noctiluca Studio
431250,Righteous Hammer Games
1212410,exosyphen studios
491470,Elder Games
2215910,Ground Shatter
1745550,Daniel Wright
513890,Petroglyph
701870,Funatics Software
273620,Sombr Studio
295750,StarWraith 3D Games LLC
1564110,The Foregone Syndicate
2376170,Magenta Factory
438130,Deer Dream Studios
1369770,Shiver Games
1137450,SolidGames
548340,NIMONIX
252710,Samobee Games
446990,Cranberry Production
1031440,SMG Studio
396640,Geod Studio
377970,Game Logic Studio
345010,KOEI TECMO GAMES CO.
556740,LTD.
599960,KEXBOY
1374580,Infinigon
380580,NCARD
61510,MalumGames
907210,Funny Games Group
351480,Catstudio
946010,ReLU Games
898450,Inc.
1304350,Cotton Game
1318790,Loser/s
830980,Slitherine Ltd.
1361010,不公开
605830,Strange Loop Games
621930,SkyRiver Studios
292060,Rat Tower
423810,Temple Gates Games
1480370,Threaks
556860,KoS Studios
257120,Crazy Cactus Entertainment
565170,Belgerum
2496460,INTI CREATES CO.
2245890,LTD.
361190,Squiddershins
687590,Monogon Games
1818180,MagicBenchVN
2175390,TAIL-AKI
1460040,Granzella Inc.
1428820,Ganbarion
263880,Nadeo
243020,Dino Rocket
710710,Checkmaty
3211680,RedKar Devs
2747550,Sonderland
949200,Zono
395620,Lightimpact
343070,Synstoria
2000150,Poison The Inkwell
1561040,Frinky
747910,Frosty
1250440,Cubical Drift
741590,Tortuga Team
1058140,XSSPACE
2285820,Swing Swing Submarine
964040,Sneaky Bastards
363530,Not Yet
458830,Creepy Brothers
771810,Oryx Design Lab
415850,mc2games
292630,Funghisoft
2403430,Presto Studios
218740,Nemoria Entertainment
864540,Mass Game Devs
1016770,TheBoys
399600,430Games
1129570,Palindrome Interactive
356250,SoftWarWare
1586290,Weasel Games
2916770,Walk Thru Walls Studios
2795860,Conifer Games
1594090,Aeon Dream Studios
2781750,狼皮羊工作室
606370,Cosmonaut Studios
994020,trasnatech
868150,Big Ant Studios
2743030,FreeMind S.A.
375130,Dare Looks
3042680,Garage Heathen
211120,Zombie Studios
46410,Earthbound Games Ltd.
1330190,Harthlabs
742170,CUTE ANIME GIRLS
438430,munted finger
2014620,Mens Sana Interactive
1909270,Vaka Game Magazine
2726870,Makoto Sanada
2605640,Team Reptile
750170,Fugitive Games
2913040,Droid Productions
3091390,KONAMI
319450,風林火山工作室
595790,東木酋長
1469620,CAVYHOUSE
365050,Ronin SoftWork
448020,Little Moth Games
2213300,Akupara Games
2279330,Slitherine Ltd.
1594400,Smilegate Entertainment
2709940,Playtika Ltd.
809870,RedDot Games
289400,MOONSTONE
1559430,ACQUIRE Corp.
895200,Studio Fizbin
912450,inkle Ltd
1114090,Games Incubator
1457510,vinoo
2387110,Keiby
1322290,Jorge Aires
1354760,Saga Planets
1035660,LONGYOU TECHNOLOGY PTE.LTD.
285820,ONEONE1
739980,Red Redemption
2166140,Iron Will Games
43600,Unknown Developer
292620,MDickie
651490,Crackshell
2398550,Croteam
2519560,Manic Hyena
105300,Trophy Games
2403000,Muzzy Lane Software
781810,Factus Games
331650,VestGames
1966220,Playrise Digital Ltd.
2951520,Colestia
1546440,Flippfly LLC
2960560,Heartbit Interactive
877850,MDickie
330990,Team Jolly Roger
470740,Sins of Succubus
904520,1000 Orks
999660,Nitro+CHiRAL
517720,永恆艾莉絲工坊
658970,Eggcode
2350020,Red Beat
760330,Digital Crafter
256030,Actalogic
1126190,Firaxis Games
1426110,Big Ant Studios
596240,Bambuseae Games
928390,FunPlus International AG
1162280,Kruger & Flint Productions
1170610,FNGames
562470,Hammer & Ravens
374060,KO_OP
2885610,Hello Penguin Team LLC
1477770,だらねこげーむず/Daraneko Games
1150730,KSYM
2717010,Boxhead Bros.
2917030,Play2Chill S.A.
1580150,FIREBEAST
1782670,AVANTGARDE
1458560,CUTE ANIME GIRLS
1040730,StarWraith 3D Games LLC
590910,Cotton Game
1587090,Spectra Entertainment Inc.
3098470,JoyMasher
909380,Lil Hentai Games
2272050,Vector Unit
1276470,Joakim Larsen
576810,Colorgrave
941480,HandyGames
512300,Kairosoft Co.
1181000,Unknown Developer
1851730,Atooi
389220,Yiming
402120,VaragtP
396030,Wolfborg Games
600720,Bohemia Interactive
1131900,JPEG OF PAIN GAMES
1508750,Tonguç Bodur
1856480,Licorice ehf
951820,Studio Evil
95900,Elder Games
3010070,Spike Chunsoft Co.
1736290,Unknown Developer
497800,Blank Dream Studios
1876730,The Odd Gentlemen
1491170,BeXide Inc.
2704930,绮梦妄想社
3036480,Gaco Games
1237610,Invisible Walls
466870,Quantic Dream
1592540,SRS Games
2715370,Home Net Games
1379970,Byzantine Games
1742470,The Farm 51
403700,Handshake Firm
1481780,Cyanide Studio
2281940,Beer Night Studio
2001340,Marvelous
1755580,Inc.
2651460,Roastery Games
316260,Antiproto Studios
1361860,Animalclaw Of Dreams
1405440,Refrigerator game lovers
410820,Dream gear
429610,TenkaiGames
2461430,Simon Eftestol
1008860,Battlefront
3024830,Choice of Games
603010,Milkstone Studios
415300,Straight Back Games
364690,Snkl Studio
1251300,NatsumeAtari
1326000,A Sweet Studio
951670,Happy Volcano
792570,Erotes Studio
1245780,疯王子
364910,Snail Games
61600,Charles Games
1453600,Circuit_Art
741250,Punx Studios
975350,Chillas Art
717610,Evoluta Studio
1650550,Game Dynasty
2710950,Joseph Distler
1633370,甲山林娛樂股份有限公司
587580,aburasobabiyori
1908870,Eversim
223730,Clewcat Games
2657850,蒐藏馆工作室
1547860,Joseph Maltby
649580,Hamster Games
252830,AleCubicSoft
593030,Mad Labyrinth Studios LLC
2152990,Thing Trunk
440550,bhungry
685680,Gemcraft Games
1592360,Bleeding Moon Studio
400030,Kitfox Games
680590,melessthanthree
1584810,雨夜枫雪制作组
211440,SlimeSmile
2744150,Snail-Ninja Studio
2330360,Lollin Pony
269370,Spearhead Games
1619220,erka:es
438920,Darksquid Media
2189640,Wizard Games
1646580,绝汪
545050,Lose
301560,Prof. Dr. Christoph Minnameier
852300,Antonio Renna
980830,MXTreality
1015920,YCJY Games
1884990,Retro Gears
1928540,PokerStars Mobile Limited
1460540,DefinitelyNotScaryGames
2871930,CFK Co.
636570,Unknown Developer
1568620,Survios
498660,Alawar Entertainment
1698220,Renka
283600,Bulwark Studios
704230,White Vertex Studios
2717570,Wastelands Interactive
568750,Robert Alvarez
2259210,Arcade Oven
594490,Phosphor Game Studios
724350,Blobfish
566530,INTI CREATES CO.
46290,LTD.
1320950,Peltast Software
1585540,Aero Games
589770,Glowstick Entertainment
341730,Dream Compass
1847150,Unexpected
771310,Square Enix
844670,Argali Entertainment
856130,Wonderland
684680,Llama Software
693580,Panther Games
2321460,Edym Pixels
555400,Nikita
1297790,MT Worlds
724490,Insane Code
986220,Onaemo Studio
655480,Sierra Lee
459940,Brody Rampono
211010,Solitaire Forever
2412490,Maticolotto
686440,Spinoff Games
2647820,GoBit Games
1694560,Salamandra88
1380650,KREIDPIX
2657310,Gelato Games Ltd
1054340,雪山雞白郎
917290,SnowGBL
410840,USERJOY Technology Co.
474030,Unknown Developer
485900,Funday Games
759440,Daniel Mercier
2499420,historia Inc.
585080,FURYU Corporation
854250,Kinky Fridays
2582660,L3O Interactive
301980,Anatoliy Loginovskikh
1229020,Spicy
1311640,Cadence Games
1547380,Rainbow Studios
2627570,Bit Planet Games
1422650,Unknown Developer
3107880,FIVE-BN GAMES
403410,Boomer Games s.r.o.
306630,Starni Games
1407210,Drooskati Games
826480,TickTock Games
485950,Andymente
1487680,Alvios Games
2378910,ALFAGAME
501990,KX Games
1460750,QUByte Interactive
449250,echo games
2288070,1337 & Senri AB
407780,A2 Softworks
2947250,次元边界
343090,IBOL
1737070,Grey Wolf Entertainment
2342980,PrimaryOrbit
1389260,MIROWIN
485870,Cloudhead Games Ltd.
2283780,SimTex
416060,yeswecamp
1323620,Reky Studios
237550,A Sharp
861930,Rapscallion
359940,Handelabra Games Inc.
2229830,FISHGUNNERS
1156000,Kazakov Oleg
613270,Darkling Room
508170,Dvora Studio Co.
403940,Unknown Developer
664090,BOBER BROS
611180,SMAC Games
721180,Proton Studio Inc
375440,Flux Games
617850,SuQing
1509420,Rebellion
248290,b-Alive
873270,Kubold
3016760,Kindman
544310,Reality Pump
325730,BrickCream
310110,Sandalled Socks LLC
582890,Artogon
389250,Jetdogs Studios
2010250,tygame
1907170,MulticastGames
3002620,BoredBasmati
1309990,Blazing Griffin
297760,ReallyBadOldGames
936190,Colorfiction
2435180,Sun-Studios
1301220,Gamers for Good
481190,Balcony Softworks
1205480,Villainous  Games
391170,Coffeenauts
1780370,Shark Punch
2191480,Zombie Dynamics
2246120,Max Loh
411760,Nerdook Productions
214910,Ruskatuli
513330,Green Lava Studios
1913420,Perverteer Games
1737690,TMA Games LLC
1056970,Pixel vs Pixel
660920,Danstarr13
750200,White Door Games
2670920,Hollow Ponds
355400,Richard Hogg
1993910,Games Distillery s.r.o.
2027530,8Floor
355520,BLOCK 211
2322180,Tortuga Team
1343620,Spicy Tails
956580,Grey Alien Games
2908950,Pixel Trickery
946660,Zenz VR
1385780,Fuse Game
2125420,Adglobe
1584840,Buding Games
1489410,Cotton Game
2247570,Capriccio
2693460,Quad-Games
1334840,Wirion
211900,11 bit studios
366640,KayKay工作室
1265230,Oldblood
2506820,Rabotiagi games
1587710,Transhuman Design
639270,Kucing Rembes
447170,A2D Software
644550,Hekate
460160,Spyridon Thalassinos
677450,Reactor Zero
828580,Liquid
1147500,IKEA Communications AB
412310,Artifex Mundi
915230,Ocean Drive Studio
1739070,Inc.
1621990,LizardKing
447800,Edco Games
1208520,Bithell Games
1597720,Refinery Games
1403310,Pixelated Milk
1059880,Cliffhanger Productions
873220,Totally Games
2490790,DTF games
2553960,Size Five Games
1330890,Every Single Soldier
1404660,Leiting Interactive
951530,Orange_Juice
1946430,Tomato Fantasy Games
3044030,Fantasy Flight Games
931700,Lapovich Team
39110,Manic Hyena
949600,Rogueside
822990,Turquoise Revival Games
290040,ElectroKaplosion LLC
416790,Kyle Thompson
1008510,Digital Lode Immersive Media
404820,Chasing Rats Games
230650,madosoft
234490,Team17 Digital Ltd
1961160,russpuppy
796290,MGP Studios
2083840,Solid9 Studio
521950,Egg or Chicken Games
2176570,Bytro Labs GmbH
352780,NOW PRODUCTION
1309820,Artur Berkowski Berobasket
224040,Matt Cohen
650780,YSH BigDove
2275560,Rarykos
313400,7A Games
370070,Arsonist Studio
2234020,Megagon Industries
1373320,Talesworth Game Studio
564010,Cyberflix Incorporated
266290,Arcen Games
1887020,Unknown Developer
304690,DigitalDream
547900,Andrew Morrish
1218520,Myles Jorgensen
1279260,Dev Kacper
335190,狼烟游戏studio
3050630,雪糕棒
873200,Siactro
622040,Nah Yeah Games
1155830,SPG Mistarille
252270,Scythe Dev Team
1481970,Don Pachi
1384620,Innocent Grey
556640,Damian Bernardi
482390,WHIRLLAXY LIMITED
826540,Free Games Info
541930,hyperboreanGames
1403440,Rune Skovbo Johansen
346970,Google Inc.
1400870,Konnichiwa Games
704640,Toy Box Inc.
2876250,White Owls Inc.
2761510,IEVO
2077750,GG Undroid Games
658780,Walter Machado
654550,Coke And Code
636960,FIRECHICK
344410,Tape Corps
2902000,Journey Bound Games
299070,KingsIsle Entertainment
519080,Cyberith GmbH
1635350,Monticube
451570,Forceight
235980,Pawley Games
830640,JOZGamer
533950,Hatus Quemuel
679490,LSP Game
1571820,14 Hours Productions
1188080,Positech Games
2249830,FC Maker
1651490,Phantom Compass
690980,Dreadbit
939790,Asephy
2732730,Jchoco
259130,weiqian
259660,Seal
1293650,Skunkape Games
1200110,Com2uS
2450130,KOEI TECMO GAMES CO.
606960,LTD.
985760,Ben Jungwirth
1161830,Squidpunch Studios
292780,Vincent Ltd
1057800,PestoForce
1494140,OnSkull Games
595770,Strollart
2942780,Stranga
454950,TommahGames
451980,Cabbit
3060900,Chondrite Games
919330,Pendulo Studios
1862840,Mudpike
2429240,Repa Games
1742360,Golden Game Barn
1040460,Artifex Mundi
344440,Tea & Cake Games
111400,Tenco
437420,Fabio Ferrara
226820,Giulia Airoldi
2305810,SoftLab-NSK
458660,Snowcastle Games
235520,@unepic_fran
274480,RFH Games
2363590,Kairosoft Co.
1401220,Unknown Developer
341150,Bithell Games
550670,Hosted Games
238050,Space Budgie
1754960,VIS-Games
3001730,Magyu Studio
2431070,Saber Interactive
254840,Fossil
577460,Aleksandr Golovkin
2619510,Unknown Developer
1037410,Nokhook Entertainment
596000,Nomad Games
211970,b-alive gmbh
818520,Creative Concepts
1134480,BeardedBrothers.games
2524480,Paradox Development Studio
1550730,RisingPunch Studio
408640,Team Vivat
364640,Chibig
1478050,Nukefist
313830,Skinny Frog
915490,ClaudiaTheDev
2475040,Tree Men Games
708580,Kastriot Sulejmani
1949000,Brayden Myers
1988750,Four Circle Interactive
2659050,Bristol Street Studios
1600500,ZHANG FAN
1056180,SHEN JIAWEI
611800,2.21
310740,Stoner Tomohito
3116360,Plain Concepts Corp
1074630,BigTapir Games
1029980,Orbital Speed Studio Co.
545600,Unknown Developer
435790,Ubisoft Bordeaux
790410,dotBunny
1702390,PaperSeven LTD
1180130,Emberforge
1450100,Spyridon Thalassinos
1033410,bit paradigm
2273880,Digital Melody
1902850,Objectif 3D
610500,Fireglow
1365750,Rockgames
2573100,冷笑黑妖
1521190,Jumoh
965590,Sumo Digital
219200,KOEI TECMO GAMES CO.
2216770,LTD.
2280350,Big Ant Studios
2054740,Square Enix
72900,ARZEST Corp.
581030,Underdogs
390710,Kazakov Oleg
869170,DoubleMoose Games
1659210,森零工作室
533480,Littlefield Studio
299400,Echo Chamber Games
2719840,WindField Games
1605690,159 Studio
1938630,Upturn Games
837400,IKEA Communications AB
477130,Rageborn Studio
1266100,Unknown Developer
1122100,BanzaiProject
1156060,Red Fox Studios
388450,Turtle Cream
612520,PokPoong Games
1755240,Imbrium
1953860,Lara the Pitbull
252910,Platine Dispositif
1925970,Neosonyx Co.
2165470,Unknown Developer
831570,Samurai Punk
924650,Nicholas McDonnell
2737980,2SD
548290,Creepy Brothers
420660,Anatoliy Loginovskikh
2650590,Igor Shalimov
1243880,Circle Poison
290970,Wit Studio
1739880,Eduardo Scarpato
658630,Games Incubator
421810,Hypnotic Ants
1125330,lamb of game
3298170,Zeno Rogue
565720,Snail-Ninja Studio
401690,Mad Mimic
386280,Zeal Game Studio
1674340,Exalted Studio
331190,Sateda
3345960,Axyos Games
430020,SECRET CHARACTER
3001970,Napas Torteeka
3081810,REBUILD GAMES
910450,Zloy Krot Studio
688740,Tomás Esconjaureguy
294540,24Frame
2206140,inc.
785780,I Fight Bears
2814610,Celsius Online
2197490,Mostly Tigerproof
555050,Dirty Fox Games
658690,Anatoliy Loginovskikh
701380,Catherine Svyataya
2149420,Mino Games
1126750,墨元素
922620,Figglebottom Studios
1257170,OnHit Developments
1057540,Alexey Bokulev
1291240,Snowbird Games
1583500,Active Games
435490,99Games Online Pvt. Ltd.
332580,Subatomic Studios LLC
2631960,Team Indev
977810,Crania Games
432980,Goktug Ulvan
709410,Kyle Banks
2648050,Vanguard Games
2492390,Hollow Ponds
2373440,Richard Hogg
396280,Trickstar Games
249570,MyDreamForever
352160,Tazdraperm
61730,ALcot
1188970,FreezeNova
1385950,Rat King Entertainment
640120,Carmine T. Guida
491420,Secret Labo
2443760,h.a.n.d.
1492730,Inc.
2172860,Ovilex Software
1859860,David Szymanski
1184400,Hajime Doujin Circle
1689640,Psytec Games Ltd
696360,Doodlegames
491220,UnholY CreatioN
562730,raptor lab
2757630,Pil/Slash
416190,ZeroWorldwide
452710,Bluecurse Studios
2014910,Skeleton
971210,GuGong
875800,Nihon Falcom
1408100,HeR Interactive
910460,MC Games
458760,ACQUIRE Corp.
1393270,Jetdogs Studios
1627870,Zoom Out Games
521630,Ryan Forrester
1303660,GoldFire Studios
3334690,Zen Studios
287900,OPT Studio
249190,Phoenix Online Studios
746940,OsarisGames
1427680,Idea Factory
764230,Compile Heart
1348920,Stephen & Sara
1442450,Antonio Renna
665890,Colossi Games
1350350,aiueoKompany
263920,Rail Slave Games
1333410,NorthernBytes Software
989550,Skyward Digital
1243130,ATOMIC BREATH
2503220,FraZack
447190,Graviteam
2491720,Big Ant Studios
1283140,Napas Torteeka
562570,Ondrej Angelovic
2671350,MyDearest Inc.
346500,INPLERON LTD
39630,Dawnblaze Entertainment
2738430,Stormregion
3114010,THQ Nordic
1581220,Quiet River
897930,上海アリス幻樂団
704360,X-Bow Software
972740,Aardman Animations
719730,Mobile Pie
1325380,RewindApp
2488340,SimonCreative
1113030,STORIA
2475440,takayakata
2602030,PICOPICOSOFT
1058130,Berker Games
2745710,Firecast Studio
45450,Fableware
747920,ASK Homework
742480,Aria Mohebi
1025070,Benjamin Greenhalgh
927310,Eight Pixels Square
658590,Romantic Room
3224310,Gathering Tree
567750,Team E.T
3110130,Chromosphere Games
407020,Applimazing
367000,HuneX
2713070,Wizarbox
2556450,TwistedScarlett60
629960,Shiravune
968760,Bartek Karczmarczyk
1198040,Wix Games
1190130,Hot Hand
339130,Sebastian Krzyszkowiak
2497560,Konrad Burandt
3064420,Paweł Radej
1210610,Irwin Segarane
1968430,Destined Team
505210,Janbeh Games
1047410,Unknown Developer
